"Required
必須","Partner
推獎","Category 
オファー類別","Length
時間","Key Stat
目標スタート","Score
目標","Text
テキスト"
如月千早,望月杏奈,ネット番組,6,Dance,30000,ゲーム配信、という私にはあまり馴染みのない企画でした。 ですが、いつの間にか楽しんでいて。思えば、望月さんが私にわからないように、サポートしてくれていたのかと。
如月千早,望月杏奈,ロケ番組,9,Dance,36000,ロケの途中で電車に乗ったんです。そうしたら、望月さんが私の肩にもたれて眠ってしまって……。どうしたらいいかわからずに、結局目的地までそのままになってしまいました。
如月千早,ロコ(伴田路子),ゲームイベント,6,Dance,16500,くっ……。今日は敗北を味わいました。伴田さんも同じ気持ちのようです……。あ、えっと、リズムゲームの最高難易度がクリアできず……。自分達の曲なのに、悔しいです。
如月千早,ロコ(伴田路子),一日店長,3,Visual,30000,雑貨店でのお仕事でした。伴田さんが描いたポップが良くて売り上げにもつながっていたかと。ただ本人にそう伝えたら、接宮をやめて、ポップを作り続けてしまったのですが……。
如月千早,七尾百合子,PV撮影,3,Visual,7000,今回のお城セット、素敵でした。おかげで男性役にも入り込めたかと。ただ七尾さんは入り込みすぎて、撮影の後もしばらく私を「王子！」と呼んでいて……少し、困りました。
如月千早,七尾百合子,ラジオ,3,Vocal,5000,お仕事の後、七尾さんがおはぎをくれたんです。なんでもおすすめのお店で買ったものだとか。今日はラジオでたくさん話して疲れてたので、甘い物はとてもありがたかったです。
如月千早,高山紗代子,バラエティ番組,9,Total,13500,バラエティ番組の無茶ぶり……頑張っているつもりですが、なかなか慣れなくて……。高山さんは、いつも体当たりで挑んでいて、すごいですね。私も見習わないと。
如月千早,高山紗代子,グルメ番組,3,Total,81000,大食い王の方との対決。ハンデをもらってたとはいえ、高山さんは終盤まで食らいついてました。私は早々にギブアップしてしまったのに……。すごいですね、彼女。
如月千早,松田亜利沙,商品PRイベント,6,Dance,32000,カメラのPRイベントに行ってきたんですけど、レンズって、いろいろな種類があるんですね。広角レンズに望遠レンズ、松田さんはどれも知っていて。……流石、ですね。
如月千早,高坂海美,握手会,9,Dance,34000,今日の握手会、高坂さんと同じレーンでした。高坂さんって意外と背が高いんだなって思ってたら、ずっとつま先立ちで握手をしてたんです。 良いトレーニングになるそうで……。
如月千早,高坂海美,レコーディング,9,Vocal,3000,高坂さんの歌い方には、とても驚かされます。音声のみの収録なのに動きがとても大きくて。そのほうが歌いやすいそうで。元気な歌の収録の時には、私も真似してみようかと。
如月千早,中谷育,地域PRイベント,6,Vocal,4500,今回の地域PRのお仕事、育がすごく張り切っていました。 家族旅行で、何度か来たことがある場所だったみたいです。育のおかげで、私も町の魅力を知ることができました。
如月千早,天空橋朋花,トークショー,3,Visual,12000,トークショー、人が集まりすぎて混乱してしまって……。でも、天空橋さんの一言で場が収まったんです。私よりも年下なのに、あの貫禄……。聖母の片鱗を見た気がします。
如月千早,天空橋朋花,バラエティ番組,3,Dance,30000,天空橋さん、ジェットコースターが苦手なんでしょうか？平気っ言ってましたけど、顔が引きつっていたみたいで。いつも落ち着いてるから意外で、なんだか可愛かったです。
如月千早,エミリー スチュアート,声優,6,Vocal,36000,アニメの声優をしてきました。エミリーが主題歌を気に入ったそうで。私の好きなアーティストの曲だったので、今度、一緒にアルバムを聴く約束をしました。
如月千早,北沢志保,音楽番組,3,Vocal,7000,音楽番組で、志保とデュエットを披露しました。志保はリハーサルからとても熱心で、たくさん意見を出したり、質問をしてくれて。とても頼もしい後輩かと。
如月千早,北沢志保,音楽番組,9,Vocal,9500,志保と昭和の名曲を歌いました。一緒に何度も原曲を聴いて。志保は最初、歌詞の重い世界観に戸惑っていたようですが、本番はしっかり歌えていたかと。ぜひ聴いてみてください。
如月千早,舞浜歩,グルメ番組,9,Total,75000,舞浜さんは、和風アメリカンをテーマに料理を作ったそうです。とても美味しいハンバーガーでした。 わさびがたくさん入っていて、完食するのに苦労しましたが。
如月千早,舞浜歩,スポーツイベント,6,Dance,22000,舞浜さんが先生役になって、ダンス教室をしました。私はサポート役だったのですが、隣で見ていて、とてもためになりました。 今度、個別にレツスンを受けてみたいです。
如月千早,木下ひなた,スポーツ番組,6,Dance,12000,番組の企画で、ランニングをしました。私はよく、ひとりで走っているのですが、今日は木下さんがずっと一緒に走ってくれて。なんだかいつもよりずっと、楽しかったです。
如月千早,矢吹可奈,ナレーション,9,Visual,4500,矢吹さんのナレーション、とてもよかったです。気持ちが、明るく前向きな言葉で表現できていて……。自然な言葉を紡げるのは、素直に羨ましいです。
如月千早,矢吹可奈,グルメ番組,9,Dance,32000,糖質オフで体作りに効く料理店に行ってきました。美味しくてトレーニングにも良さそうです。矢吹さんもまた行きたいと言ってました。罪悪感なくパンケーキを食べられるからと。
